"","QSLinkID","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC60","DeciduousCC80","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC60","MixedwoodCC80","NA.","Pine100","Pine120","Pine140","Pine40","Pine60","Pine80","PineCC0","PineCC10","PineCC20","PineCC40","PineCC60","PineCC80","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC60","WhiteSpruceCC80","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Mine.Site","Other.Disturbed.Vegetation","Pipeline","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Well.Site"
"11","4-10-100-36-SE",0,0,0.00186885932364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","4-10-88-29-NW",0,0,0,0,0,0,0,0,0,0,0,0,0,2.512170590698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","4-10-88-30-NE",0,0,0,0,0,0,0,0,0,0,0,0,0,7.896117598248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.851580910459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","4-10-88-30-NW",0,0,0,0,0,0,0,0,0,0,0,0,0,48.5103777383225,0,0,0,0,0,0,0,0,0,0,0.563688964966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25166834781522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15","4-10-88-30-SW",0,0,0,0,0,0,0,0,0,0,0,0,0,1.569143073602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","4-10-88-31-NE",0,0,0,0,2.015541721226,0,0,0,0,0,0,0,0,25.686676163598,0,0,0,0,0,0,0,0,0,0,16.0249708487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.407377343871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17","4-10-88-31-NW",0,0,0,0,11.1664478052846,0,0,0,0,0,0,0,0,29.7397430934291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2440848361189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","4-10-88-31-SE",0,0,0,0,0,0,0,0,0,0,0,0,0,19.89166716861,0,0,0,0,0,0,0,0,0,0,3.64099645655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9236822877456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","4-10-88-31-SW",0,0,0,0,0,0,0,0,0,0,0,0,0,10.316669500297,0,0,0,0,0,0,0,0,0,0,18.726321723437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.1809610185257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","4-10-88-32-NE",0,0,0,0,0,0,0,0,0,0,0,0,0,52.8877955096114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61039079107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","4-10-88-32-NW",0,0,0,0,0,0,0,0,0,0,0,0,0,54.744132951576,0,0,0,0,0,0,0,0,0,0,7.25928757367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22937559037541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","4-10-88-32-SE",0,0,0,0,0,0,0,0,0,0,0,0,0,4.914652442894,0,0,0,0,0,0,0,0,0,0,0.749990182744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","4-10-88-32-SW",0,0,0,0,0,0,0,0,0,0,0,0,0,40.5697476460196,0,0,0,0,0,0,0,0,0,0,4.88042812006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.143046446018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","4-10-88-33-NE",0,0,0,0,0,0,0,0,0,0,0,0,0,52.615638443548,0,0,0,0,0,0,0,0,0,0,2.08276562196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.077306135073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","4-10-88-33-NW",0,0,0,0,0,0,0,0,0,0,0,0,0,33.4357136826005,0,0,0,0,0,0,0,0,0,0,2.44660737969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1076996197353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","4-10-88-33-SE",0,0,0,0,0,0,0,0,0,0,0,0,0,2.460166894184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","4-10-88-34-NW",0,0,0,0,0,0,0,0,0,0,0,0,0,25.74753502436,0,0,0,0,0,0,0,0,0,0,2.792850341288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412712410978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","4-10-89-1-NW",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5291459861694,0,0,0,0,0,0,0,0,0,0,1.403614139287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02798470961268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","4-10-89-10-SE",0,0,0,0,0,0,0,0,0,0,0,0,0,15.0428227691641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193537822187,0,0
"30","4-10-89-11-NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0.002773556146171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117975105626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","4-10-89-11-NW",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000207239966161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","4-10-89-11-SE",0,0,0,0,0,0,0,0,0,0,0,0,0,32.4846517206363,0,0,0,0,0,0,0,0,0,0,11.82950801248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.438370040371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","4-10-89-11-SW",0,0,0,0,0,0,0,0,0,0,0,0,0,39.2850785295298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51380935597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3334465898167,0.0618951887528,0
"34","4-10-89-12-NW",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000995187107371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117592896712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","4-10-89-12-SE",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000297048523386,0,0,0,0,0,0,0,0,0,0,0.000864088388445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","4-10-89-12-SW",0,0,0,0,0,0,0,0,0,0,0,0,0,15.8211343051961,0,0,0,0,0,0,0,0,0,0,25.651546327143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7585076395733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","4-10-89-16-NW",0,0,0,0,0.004650245795492,0,0,0,0,0,0,0,0,0.00143126862796,0,0,0,0,0,0,0,0,0,0,0.000667629490093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","4-10-89-16-SW",0,0,0,0,0,0,0,0,0,0,0,0,0,0.007326437331104,0,0,0,0,0,0,0,0,0,0,0.00046278555085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","4-10-89-17-NE",0,0,0,0,42.4747883463979,0,0,0,0,0,0,0,0,11.534780517019,0,0,0,0,0,0,0,0,0,0,0.696730100024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29017476712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33202420303,0,0.608525033533
"40","4-10-89-17-NW",0,0,0,0,33.415912034186,0,0,0,0,0,0,0,0,22.436697951056,0,0,0,0,0,0,0,0,0,0,8.089509942488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16868170971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60169329003998,0,0
"41","4-10-89-17-SE",0,0,0,0,4.995236022151,0,0,0,0,0,0,0,0,47.890193816387,0,0,0,0,0,0,0,0,0,0,4.0249594389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1914423881945,0,0.391213677435
"42","4-10-89-17-SW",0,0,0,0,8.8233804604666,0,0,0,0,0,0,0,0,33.1225900190445,0,0,0,0,0,0,0,0,0,0,3.34256156229303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.555753232757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12275177558618,0,0
"43","4-10-89-18-NE",0,0,0,0,6.69849817348,0,0,0,0,0,0,0,0,12.27084155011,0,0,0,0,0,0,0,0,0,0,34.768691342084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.511661907733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45669698043725,0,0
"44","4-10-89-18-NW",0,0,0,0,0.00933365124684,0,0,0,0,0,0,0,0,27.8741331377216,0,0,0,0,0,0,0,0,0,0,30.3147882297727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87959727867966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3243327869328,0,0
"45","4-10-89-18-SE",0,0,0,0,21.093807513154,0,0,0,0,0,0,0,0,26.374617664974,0,0,0,0,0,0,0,0,0,0,0.009197213209218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693789279211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","4-10-89-18-SW",0,0,0,0,42.1585230845244,0,0,0,0,0,0,0,0,14.4384913023757,0,0,0,0,0,0,0,0,0,0,4.28913177219647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37384055698772,0,0
"47","4-10-89-19-NE",0,0,0,0,61.875638986337,0,0,0,0,0,0,0,0,1.49121969090208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934806048831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","4-10-89-19-NW",0,0,0,0,60.0097588602592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3858587112369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","4-10-89-19-SE",0,0,0,0,61.1079970660536,0,0,0,0,0,0,0,0,0.4697131691833,0,0,0,0,0,0,0,0,0,0,0.4550086521611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543595920169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","4-10-89-19-SW",0,0,0,0,25.647265092349,0,0,0,0,0,0,0,0,23.9365504656744,0,0,0,0,0,0,0,0,0,0,10.2778711345364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72120017669634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","4-10-89-2-NE",0,0,0,0,0,0,0,0,0,0,0,0,0,3.07301039919,0,0,0,0,0,0,0,0,0,0,0.736136124207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557560397575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","4-10-89-2-NW",0,0,0,0,0,0,0,0,0,0,0,0,0,20.4737992510703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.893937264325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051999121381,0
"53","4-10-89-20-NE",0,0,0,0,31.62919750766,0,0,0,0,0,0,0,0,23.2004559836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45271737534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3945427938411,0,0
"54","4-10-89-20-NW",0,0,0,0,10.7360978137114,0,0,0,0,0,0,0,0,47.5530107880157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.031302273183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342373195362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","4-10-89-20-SE",0,0,0,0,7.2616751635255,0,0,0,0,0,0,0,0,45.196113000652,0,0,0,0,0,0,0,0,0,0,2.28146713972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56556594466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516748022791,0,0
"56","4-10-89-20-SW",0,0,0,0,25.8477507125017,0,0,0,0,0,0,0,0,35.827135443504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85372639771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111342283816,0,0.999745831486
"57","4-10-89-21-SW",0,0,0,0,0.000455915497694,0,0,0,0,0,0,0,0,0.000714662520798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","4-10-89-29-NE",0,0,0,0,1.2500970365,0,0,0,0,0,0,0,0,57.546190301592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233871988837,0.00987144022975,0,0,0.10970134425
"59","4-10-89-29-NW",0,0,0,0,30.986180958698,0,0,0,0,0,0,0,0,33.3173084905441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.803871220622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","4-10-89-29-SE",0,0,0,0,58.953222378489,0,0,0,0,0,0,0,0,5.30107497968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","4-10-89-29-SW",0,0,0,0,47.9176868668308,0,0,0,0,0,0,0,0,5.689392130408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4086459869525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","4-10-89-3-NE",0,0,0,0,0,0,0,0,0,0,0,0,0,50.842596520864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.020804803454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","4-10-89-3-NW",0,0,0,0,0,0,0,0,0,0,0,0,0,15.4979278403131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652702080882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","4-10-89-3-SE",0,0,0,0,0,0,0,0,0,0,0,0,0,15.71504727217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","4-10-89-3-SW",0,0,0,0,0,0,0,0,0,0,0,0,0,45.5461923190557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71042065539309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","4-10-89-30-NE",0,0,0,0,50.859102755352,0,0,0,0,0,0,0,0,10.473649189491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291164968788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","4-10-89-30-NW",0,0,0,0,64.8805147414689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","4-10-89-30-SE",0,0,0,0,56.2077027619914,0,0,0,0,0,0,0,0,1.44568184503,0,0,0,0,0,0,0,0,0,0,0.550246332528,0,0,0,0,0,0,0,0,0.2314994905966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","4-10-89-30-SW",0,0,0,0,64.5055525023189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56420153685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","4-10-89-31-NE",0,0,0,0,57.856188134588,0,0,0,0,0,0,0,0,6.7707750542744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148061119296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","4-10-89-31-NW",0,0,0,0,59.270209822914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24033160064451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","4-10-89-31-SE",0,0,0,0,14.4926698903843,0,0,0,0,0,0,0,0,23.517927190669,0,0,0,0,0,0,0,0,0,0,7.07643172935373,0,0,0,0,0,0,0,0,4.5133471971579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00715223118616,0.509197351983,0,0,0,0
"73","4-10-89-31-SW",0,0,0,0,42.8408020113384,0,0,0,0,0,0,0,0,7.39226539263645,0,0,0,0,0,0,0,0,0,0,1.81411394102,0,0,0,0,0,0,0,0,3.020286788733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02828787139557,0,0,0.0440080946174,0,0
"74","4-10-89-32-NE",0,0,0,0,14.80217682703,0,0,0,0,0,0,0,0,44.710972486622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.770155654201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","4-10-89-32-NW",0,0,0,0,27.173530057205,0,0,0,0,0,0,0,0,36.2290363288168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","4-10-89-32-SE",0,0,0,0,0,0,0,0,0,0,0,0,0,43.766734001595,0,0,0,0,0,0,0,0,0,0,1.03217243483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.281340739349,0,0,0,0,0,0,0,0,0,0,0,0,0.01983418826166,0.934778686317,4.6391439386161,0.0649309197044,0,0.17237451970006
"77","4-10-89-32-SW",0,0,0,0,4.9945118843091,0,0,0,0,0,0,0,0,33.4007102496064,0,0,0,0,0,0,0,0,0,0,2.443404592033,0,0,0,0,0,0,0,0,4.2948988861969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029562968074995,1.2687242719879,3.24337371644465,0.034949064050625,0,0
