"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC40","DeciduousCC60","DeciduousCC80","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC40","MixedwoodCC60","MixedwoodCC80","MixedwoodUP40","MixedwoodUP60","MixedwoodUP80","Pine100","Pine120","Pine140","Pine40","Pine60","Pine80","PineCC0","PineCC10","PineCC20","PineCC40","PineCC60","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC40","WhiteSpruceCC60","WhiteSpruceCC80","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Other.Disturbed.Vegetation","Pipeline","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Well.Site"
"11","4-23-70-5-SW",0,0,0,0,0,0,0,0,0,0,2.68030995455,23.5364157019685,0,0,10.5511068865153,0,0,0,0,0,0,0,0,0,5.7527705038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4049167875295,0
"12","4-23-70-6-NE",0,0,0,0,19.4702951341,0,0,0,0,0,0,16.225197746093,0,0,18.679191999229,0,0,0,0,0,0,0,0,3.16291258949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63519087203,0,0,0.390650213917,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0112137796,0,0.77536011553105,0.1847859929848
"13","4-23-70-6-NW",0,0,0,0,41.452509069541,0,0,0,0,0,0,0.988721129247,0,0,7.99741711318005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9777500594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88505607797264,0
"14","4-23-70-6-SE",0,0,0,0,6.0603984493875,0,0,0,0,0,0,1.9951178999386,0.344955314838,0,33.5155188998376,0,0,0,0,0,0,0,0,0,0,0,3.034425314113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307575049273,0,0,0.167596310764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.939806676492,0,0.465898714806927,0
"15","4-23-70-6-SW",0,0,0,1.86949456484,7.9309582012105,0,0.286766098584,0,0,0,0,0,0,0,45.7622517240222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3708111294335,0,0,0,0,0,0,2.678575356486,0,0,0,0,0,0,0,0,0,0,0,0,0.3850177734883,0,0,0,0,0,0,0,0,2.07818895494e-06,0.3708068105334,0,0,0,0,0,0,0,0.30324816191291,0
"16","4-23-70-7-NE",0,0,0,0,0,0,0,0,0,0,0,48.088034176686,0,0,10.727127881174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993845040899,0,0.2104711007505,0
"17","4-23-70-7-NW",0,0,0,3.04992080114,8.10233106886,0,0,0,0,0,0,0.795010199534,0,0,28.3088280758449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01135125753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7818811128868,0
"18","4-23-70-7-SE",0,0,0,0,0.332664277787,0,0,0,0,0,1.39105991999,37.40492222489,0,0,24.26466744042,0,0,0,0,0,0,0,0,0.74802639175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01626807077,0,0.35647124005925,0
"19","4-23-70-7-SW",0,0,0,9.996821796155,15.107325551845,0,0,0,0,0,0,0,0,0,19.133759063698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34397463812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935948396538462,0
"20","4-23-70-8-SW",0,0,0,0,0,0,0,0,0,0,0,3.493475186448,0,0,0,0,0,0,0,0,0,0,0,3.797146564231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","4-24-68-31-NE",0,0,0,0,0,0,0,0,0.00578166306739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001711289163237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011835728793,0,0,0,0,0,0,0,0,0,0.00578166304944,0,0,0,0,0,0,0,0.000447570646309,0
"22","4-24-68-31-NW",0,0,0,0,0,0,0,0,0,0,0,0.00083153023205,0,0,0,0,0,0,0,0,0,0,0,0,0.00313093042837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037127424626449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069472029734711,0
"23","4-24-68-32-NE",0,0,0,0.000599319750329,0,0,0,0,0.005769890578851,0.00105019907574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006820089372346,0,0,0,0,0,0,0,8.56423940432e-05,0
"24","4-24-68-32-NW",0,0,0,0,0,0,0,0,0.002177371724048,0.000615792441975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00378188233287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000918698984415,0,0,0,0,0,0,0,0,0,0,0.002793164080748,0,0,0,0,0,0,0,0.004048683594124,0
"25","4-24-69-1-NE",0,0,2.16815289023,16.107431665701,2.417833530135,0,0,0,0,9.5496137175548,0,0,14.62076458655,0,0,0.320149800385,0,0,0,14.9578764017949,0,0,0,0,1.71762017416,0,0,0,0,0,0,0,0,0,0,0,0,0.0250269612706,0,0,0,0,0,0,0,0,0,0,0,0.038036027334,0,0,0,0,0,0,0,0,0,0,24.4751111900993,0,0,0.5494110508567,0,0,0,0,1.32950194091811,0.2298939364874
"26","4-24-69-1-NW",0,0,0,2.2008668517168,23.1238919071758,0,0,0,0,6.753386335803,0,0.745251878875,0,0,0.02071825858884,0,0,1.942133460117,0,2.63505944953,0,0,2.4700608683,0,5.1952073266797,0,0,0,0,3.912487057682,0,0.057180244792089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596885474784,0,0,0,0,0,0,0,0,0,0,15.3002465751051,0,0,0,0,0,0,0,1.21178121301798,0
"27","4-24-69-1-SE",0,0,0,12.8437960253079,2.12304028369,0,0.541221765988,0,0,34.245572223874,0,0.271555577753,0,0,0,0.110223239845,0,1.96379201287,0,5.69674509521,0,0,0,1.47355611158,2.062814474438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568373146188,0.0669955698,0,0.0510032159818,0,0,0,0,0,0,0,42.40201407584,0,0,0.419875635329,0,0,0,0,0.20152955400227,0.0453226084715
"28","4-24-69-1-SW",0,0,0,2.56475695909,14.913164245379,0,0,0,0,0.1536939619415,6.603064957348,0.906323746587,0,0,0.08737017635009,0,0,13.87430188117,0,0.116335578449,0,0,0,0,4.2328030336101,0,0,0,0,0.259579054282,0,0.227305049097053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12525783484939,0,0,0,0,0,0,0,0,0,0,14.6312153458399,0,0,0,0,0,0,0,0.14980354541922,0
"29","4-24-69-10-NE",0,0,0,0,0,0,0,0,0,0,0,5.22118795707,18.448765807052,0,0,0,0,0,0,0,0,0,0,0,1.305630373881,0,0,0,1.10625682633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20164810702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","4-24-69-10-NW",0,0,0,0,0,0,0,0,7.801262640635,0,0,17.3337799010074,16.8069527312006,0,0,0,0.353647391539,0,0,0,3.84079496341634,0,0,0,15.382705946359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96922787106,0,0,0,0.467325787855,0,0,0,0,0,0,0,0,0,11.626794692176,0,0,0.725964754486,0,0,0,0,0.15829287366974,0
"31","4-24-69-10-SE",0,0,0,0,0,0,0,0,0,0,0.582977488576,13.62739345773,18.5514379502196,0,0,0,0,0,0,0,0,0,2.32352950826,0,0,0,0,0,3.30781906131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","4-24-69-10-SW",0,0,0,0,0,0,0,0,15.1777899979599,9.527444380069,1.00906657042,18.550677843211,11.94432727255,0,0,0,0,0,0,0,4.7916415170847,0,0,0,2.0198360757726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7052343779856,0,0,0.583745512398,0,0,0,0,0.24831497323415,0.2080497980909
"33","4-24-69-11-NE",0,0,0,21.641428465515,5.75093898097911,0,1.96594155739,0,2.84513671678,0,0,0,0.559462527513957,0,0,0,0,0,0,0,0,0,0,0,1.765654225459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02960118412,0,0,0,0.740714874144,0,0,0,0,0,0,0,0,0,4.81107827418,0,0,0,0,0,0,0,1.20594617722638,0.997817731344
"34","4-24-69-11-NW",0,0,0,0,2.832850036299,0,0.417862922705,0,0.785984501767,0,0,0,38.252838648051,0,0,0,0,0,0,0,0,0,0,0,9.32154929269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.535869605741,0,0,0,0,0,0,0,0,0,1.203847424482,0,0,0,0,0,0,0,0,0
"35","4-24-69-11-SE",0,0,0,3.157017883604,4.563832909898,0,0,0,6.25218005828,0,0,0,3.383159164036,0,0,0,0,0.8756368851057,0,0,0.0955789057776,0,0,0,4.518984255712,0,0.1283569550452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91199356551,0,0,0,0,0,0,0,0,0,7.1278169433772,0,0,0,0,0,0,0,0.4252465022606,0
"36","4-24-69-11-SW",0,0,0,1.38702602099,6.963679868076,0,0,0,2.74400235346,0,0,0,33.8431482643563,0,0,0,0,1.50092709872,0,0,0,0,2.74992158361,0,4.390350774054,0,0.00226989007942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3256760891186,0,0,0,0,0,0,0,0,0,4.24492945215,0,0,0,0,0,0,0,0,0
"37","4-24-69-12-NE",0,0,0,9.93978243438,6.600293626086,0,0,0,0,4.666941477854,0,9.52517398273,9.992765957564,0,0,0.0051019420065,0,0,0,12.6080384624,0,0,0.444245236442,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84979057054,0,0,0,0,0,0,1.54666837293,0,0,0,0,0,0,1.09594785128,0,0,0,0,0,0,0,0,0,18.745321891417,0,0,0.112003808736,0,0,0,0,0.172052719012,0.144481337935
"38","4-24-69-12-NW",0,0,1.36506296454,13.2076645603377,23.531000621343,0,0,0,0,0.770084619962,0,0,7.88506874487,0,0.04031046237182,0.051237509056,0,2.356208808384,0,5.186367841036,0,0,0,0,1.26140678835744,0,0.028121686317386,0,0,5.43745009732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31628543966017,0,0,0,0,0,0,0,0,0,13.750111366936,0,0,0,0,0,0,0,1.04673423158335,0
"39","4-24-69-12-SE",0,0,0,25.35911133367,6.549569079957,0,0,0,0,3.444502791911,0,0.776527096492,7.03658619302,0,0,0,0,0.317401436115,0,14.79876450137,0,0,0,3.58958672241,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58020990419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.560668735247,0,0,0.677094050092,0,0,0,0,0.489892393205,0
"40","4-24-69-12-SW",0,0,0.605587443061,1.71357279899211,21.1943911003227,0,0,0,0,12.46225033799,0,0,7.491411322403,0,0.1591415565805,0.000861744552626,0,6.6194762640644,0,9.8491936952727,0,0,0,0.193259689649,1.687731784773,0,0.00413306523124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9309202973355,0,0,0,0,0,0,0,0.5372325890265,0
"41","4-24-69-13-NE",0,0,2.18454593031,6.72933433826377,0,0,0.643926982881,0,17.448376968361,0,0,28.740601404027,0,0,0,0,0,0,0,0,3.1842038293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574589723149,0,0,0,0,0,0,0,0,0,0,0,0,0,21.276507780667,0,0,0,0,0,0,0,0.175205932585,0
"42","4-24-69-13-NW",0,0,4.193694260597,12.5469672555403,0,0,2.521922905265,0,20.8810663045927,0.764765429548,0,0,0.77083483379599,0,0,0,0,0,0,0,0.997811845929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4869146438,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1677546393815,0,0,0.0667373255237,0,0,0,0,0.3098599749704,0
"43","4-24-69-13-SE",0,0,0.0403834698787,18.3731791406089,4.2193894042328,0,0.0504614788279,0,0,0.149187738056,0.963097146283,14.446221400431,2.8672907386,0,0,0,0,0,0,0,0,0,0,0,2.15430454241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199649216886,0,0,0.1056419127248,0,0,0,0,0.157981726149,0
"44","4-24-69-13-SW",0,0,1.2145601951,20.5898558140888,8.796315578866,0,1.303321329251,0,4.40448074835,7.1240571646919,0,0,1.97507236026,0,0,0.10490070229935,0,0,0,10.802467488022,0,0,0,0,0.629668092527,0,0.0127312467501208,0,0,3.377191458971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4592434972918,0,0,0,0.185640044061,0,0,0,0,0,0,0,0,0,27.0115181939874,0,0,0.488775770633,0,0,0,0,0.2511209501776,0
"45","4-24-69-14-NE",0,0,0.670196712925,3.398048607572,7.18789576642,0,0,0,0,0.241412735226,0,0,18.207066498274,0,0,0,0,0,0,0,0,0,0,0,1.60906882643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.781051301436,0,0,0,0,0,0,0,0,0,0.241412735219,0,0,0,0,0,0,0,1.46051418193149,0.119413921906
"46","4-24-69-14-NW",0,0,0,0.0391687083756,0,0,0,0,0,0,0,0,13.61706576138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","4-24-69-14-SE",0,0,0,4.531427704558,7.2137892237441,0,4.788346155414,0,1.59479260457194,1.442334762339,0,0,11.18055988313,0,0,0,0,0,0,1.91359059685,3.69196804619,0,0,0,2.81649959678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5710338226379,0,0,0.629793221691,5.728000714309,0,0,0,0,0,0,0,0,0,13.4310321726552,0,0,0,0,0,0,0,0.4837912122307,0
"48","4-24-69-14-SW",0,0,0,0,0.854131636861,0,0,0,0,0,0,0,28.3269836003227,0,0,0,0,0,0,0,0,0,0,0,20.675728196576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6789909117051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","4-24-69-15-NW",0,0,0,9.575682967,3.2040598132,0,0,0,0,0,0,0,15.773089741876,0,0,0,0,0,0,0,0,0,0,0,4.137789808162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.664383884404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9908515596078,0
"50","4-24-69-15-SE",0,0,0,0,0,0,0,0,0,0,0,0,13.2398351091804,0,0,0,0,0,0,0,0,0,0,0,7.93166641097789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7202142728964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","4-24-69-15-SW",0,0,0,0,11.68674674232,0,0,0,0,0,0,3.624040585774,17.498277826953,0,0,0,0.1947033991201,1.993136699076,0,0,4.9978885372663,0,0,0,20.4312535406143,0,0.181485422894507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3930869499613,0,0,0.2618214543186,0,0,0,0,0.92789775480867,0.02135889497257
"52","4-24-69-16-NE",0,0,0,0.31121453876,0,0,0,0,1.87576249497,0,0,0,15.85061254032,0,0.000925855958831,0.157933116139,0,0.638264989516,14.6027256062,0,0,0,0,0,11.9325130969356,0.00708707102773,0.0577615358506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5550269285037,0,0,0,0,0,0,0,0,0,17.116753097441,0,0,0,0,0,0,0,0.320049113827952,0
"53","4-24-69-16-NW",0,0,0,0,0.753075130616,0,0,0,13.6522485051775,0,0,0,12.1596589637945,0,0.14340276700179,0.060529816658,0,4.133512098564,3.86872030871,0,1.28326698805,2.56576456424,0,0,1.684174497844,2.484690009643,0.122616916732,0,0,0,3.411540731464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0660216018663,0,0,0,0,0,0,0,0.66566197165565,0
"54","4-24-69-16-SE",0,0,0,0,0,0,0,0,9.769326886801,0,0,0,11.3477188877,0,0,0,0,13.3101495905807,0,0,7.609636039507,0,0,0,9.6739090039344,0,0.9602392116773,0,0,0,7.74913905672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787507606754,0,0,0,0,0,0,0,36.3378613526659,0,0,0,0,0,0,0,0.58372360984131,0
"55","4-24-69-16-SW",0,0,0,0,0,0,0,0,29.663858008977,0,0,0,2.694620265932,0.353873509057,0,0,0,0.381213974552,20.017021964117,0,2.6144734657,0,0,0,0.782790399165,0,0.0376020937443,0,0,0,10.758788913201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.1747563568783,0,0,0,0,0,0,0,0.0760654010341,0
"56","4-24-69-17-NE",0,0,0,8.22854689218,0,0,0,0,26.902148839823,0,0,0.361510657793,0.5241650050979,0,0,0.0107440973466,0,0,0.468114712782,0,1.15166362945,0,0,0,1.124011863019,0,0,0,0,0,10.260281241715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.63054481766,0,0,0,0,0,0,0,0,0
"57","4-24-69-17-NW",0,0,0,0,0,0,0,0,2.6958769354819,11.185504265004,0,0,1.92715602512481,0.6652377819991,0,0,0.658121011463,0,18.419405766862,0,1.6054648343653,0,0,0,0,0,0,0,0,0,2.24767966351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76715678607,0,0,0,0,0,0,0,0,0,0,0,0,0.137044373635,34.9790559777177,0,0,0,0,0,0.00286950168217,0,0.00598721967023,0.0985882309818
"58","4-24-69-17-SE",0,0,0,0,0,0,0,0,10.547507719157,14.7621174137524,0,0,0.3753516551593,10.9252299967003,0,0.00363511534628875,0,1.93272276344,0.0747199285855,0,0,0,0,0,1.4052230893,0,0.0957731798366,0,0,0.0143813430768,23.977434787649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11462874503,62.2278804959469,0,0,0,0,0,0,0,0.0502884067442,0
"59","4-24-69-17-SW",0,0,0,0,0,0,0,0,1.30193330865e-05,0.003418054650297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00140228823676,0,0,0,0,0,0.00281387960581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117091834322,0.006210684856919,0,0,0,0,0,0,0,6.94804387566e-05,0
"60","4-24-69-18-NE",0,0,2.33071924536,13.93591815018,0.432476566317,0,0,0,14.5692015206376,3.4863575453,1.03604733566,0.00803519491467,0,12.74465522299,0,0,0,0,1.54930897631,0.300842866193,0,0,0,0,0.00494109937322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55131506232,0,0,0,0,0,0,0,0,0,0,0,0,0,32.6503661355066,0,0,0,0,0.0127978154697,0.40396774715151,0,0.16922151123147,0
"61","4-24-69-18-NW",0,0,0,3.417360700688,0.407010942511,0,0,0,16.92711495396,0,2.35635051568,8.0874779078179,0,0,0,0,0,0,0,0,4.5554670927521,0,0,0,0,0.229665760734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9120651718,0,0,2.3554768760686,0,0,0,0,0,0,0,0,0,0,20.135832390156,0,0,0,0,0.0128474041684,0.7079941335692,0.00899981688904,0.0196738609599,0
"62","4-24-69-18-SE",0,0,0.000254407527621,0.00146604418658,0,0,0,0,0.002900767958348,0,0.000659954338289,0.000432678703803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000796553610903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002900767958368,0,0,0,0,0,0.000134988829414,0,0.001338736490449,0
