"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC10","DeciduousCC20","DeciduousCC40","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC10","MixedwoodCC20","MixedwoodCC40","Pine10","Pine100","Pine120","Pine140","Pine20","Pine40","Pine60","Pine80","PineCC0","PineCC10","PineCC40","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC20","WhiteSpruceCC40","Borrow.Pits.Dugouts.Sumps","Cutblock","Industrial.Site.Rural","Other.Disturbed.Vegetation","Pipeline","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Well.Site"
"11","5-1-84-11-NW",0,0,0,0.739640698406,0,0,0,0,35.39000286264,0,0,0,0,0,0,0.477508831952,0,14.074577288644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.209428165691,0,0,0,0,2.286178346894,3.88884241409146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4479233741232,0,0
"12","5-1-84-11-SE",0,0,3.9902201852533,3.3163615115,0,0,0,0,11.5796819558893,0,0,0,0,0,0,0,0,11.81476417458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9911645261865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","5-1-84-11-SW",0,0,14.4160123941598,2.99059561255,0,0,0,0,10.720915849767,0,0,0,0,0,0,0.861383721403,0,14.380012298167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17177683179,18.3692751923664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","5-1-84-12-NE",0,0,0,12.29522729001,0,0,0,0,3.424918673818,0,0,0,0,0,0,0,0,41.096550550285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86914671804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74852326303691,0,0
"15","5-1-84-12-NW",0,0,0,2.275903974056,0,0,0,0,0.0722308184516,0,0,0,0,0,0,0,0,57.5127628536284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340636631394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53677231548107,0,0
"16","5-1-84-12-SE",0,0,6.19208278385,0.167390595237,0.926533780891,0,0,0,11.3553479926832,0,0,0,0,0,0,0,0,30.221900367719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5945330849066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23022222083,0,0
"17","5-1-84-12-SW",0,0,0.602107001737,2.00980216054,0,0,0,0,3.576420450827,0,0,0,0,0,0,0,0,35.1108295311096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3070417966175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730730955523,0,1.00157267904
"18","5-1-84-13-NE",0,0,3.362235719932,6.140416595158,0,0,0,0,6.633846038459,0,0,0,0,0,0,3.88775614451,0.637069952642,23.214954763604,0,0,0,0,0,0,0,0,0,0,0,1.387935906189,0,0,0,0,0,0,0,0,0,0,6.6418253958054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382417071473,0,0
"19","5-1-84-13-NW",0,0,8.20451709587056,6.6281142491392,0,0,0,0,10.640223858567,0,0,0,0,0,0,0,0,21.878694280437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.856484959868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5615085324512,0,0
"20","5-1-84-13-SE",0,0,0,0,0,0,0,0,1.543620148158,0,0,0,0,0,0,0,0,55.7152225509199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3402463131165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","5-1-84-13-SW",0,0,0,0,0,0,0,0,3.50395619276,0,0,0,0,0,0,0,0,62.0026314526986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475452572712,0,0.126433857598
"22","5-1-84-14-NE",0,0,4.41233373962,2.607558320001,0,0,0,0,1.507254295,0,0,0,0,0,0,0,2.107128225813,37.2431334110973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72826861873,0.627653835522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483821789965,0,0
"23","5-1-84-14-NW",0,0,0,6.411483498288,0,0,0,0,0,0,0,0,0,0,0,0,1.44714891071,46.6756767097249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72851196223,0,0,0,0,0.489534283152,1.56384633893839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44899394148965,0,0.0751480759275
"24","5-1-84-14-SE",0,0,1.09972047195,2.126359685057,0,0,0,0,0,0,0,0,0,0,0,0,0.455408766796,57.225777332076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","5-1-84-14-SW",0,0,1.25775434654,0,0,0,0,0,1.096241480056,0,0,0,0,0,0,0,0.4045420481996,55.6129575406669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.600852543181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4012434852429,0,0
"26","5-1-84-15-NE",0,0,0,0.116007777417,0,0,0,0,1.106483411646,0,0,0,0,0,0,1.53399135404,0.501976553854,47.1065175926594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.025286891749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290284484548,0,0
"27","5-1-84-15-NW",0,0,0,0.2764657783589,0,0,0,0,0,0,0,0,0,0,0,0,0,50.96884189434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5876722647032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5011019187654,0,0,0,0,0.87380747940149,0,0.0714720247705
"28","5-1-84-15-SE",0,0,0.676604936301,0.1946810800386,0,0,0,0,1.89135737602572,0,0,0,0,0,0,0,3.57493764799,52.1771251943725,0,0,0,0,0,0,0,0,0,0,1.0221690797,0,0,0,0,0,0,0,0,0,0,0,0.6228703403023,0,0,0,0,0,1.545858540097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39204504214026,0,0
"29","5-1-84-15-SW",0,0,3.630254441991,2.82057453557,0,0,0,0,2.848762681276,0,0,0,0,0,0,0,0,39.1251126591819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0650582603509,0,0,0,0,0,8.2356272692972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13157355701952,0,0,0,0,0.39617828629423,0,0
"30","5-1-84-16-NE",0,0,0,3.457771952668,10.35555814297,0,0,0,16.5733655158545,0,0,0,0,0,0,0,0,24.346108575187,0,0,0,0,0,0,0,0,0,0,0,1.55599532777,0,0,0,0,0,0,0,0,0,0,1.643603298728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552856779918,0,0,0,0,0.0299542179023,0,0.19679333705151
"31","5-1-84-16-NW",0,0,0.231279377861,1.358490991484,1.15294614898,0,0,0,43.4023165133484,0,0,0,0,0,0,0,0,6.95648312215579,0,0,0,0,0,0,0,0,0,0,2.03185531276,0,0,0,0,0,0,0,0,0,0,0,0,4.613872301068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.613872301082,0,0,0,0,0,0,0,0.0690328092411,0,0
"32","5-1-84-16-SE",0,0,0,0.706080325412,0,0,0,0,21.051508034536,0,0,0,0,0,0,0,0,11.5897761243424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.244720513139,0,0,0,0,0,24.943280914104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88170038156545,0,0,0,0,0.1559483874468,0,0.0953603076338
"33","5-1-84-16-SW",0,0,1.845689170989,2.81740364347,0,0,0,0,14.0707390411901,0,0,0,0,0,0,0,0,40.7119500914126,0,0,0,0,0,0,0,0,0,0,0,2.234589885103,0,0,0,0,0,0,0,0,0,0,6.15354293746305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4959467835949,0,0
"34","5-1-84-17-NE",0,0,0.0451333990538,0,0,0,0,1.49044094826,22.0609495664606,2.19060237653,0,0,0,0,0,0,0,12.802299014703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.956394274853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.146996651361,0,0,0,0,0,0,0,0,0,0
"35","5-1-84-17-NW",0,0,0,0,0,0,0,0,22.446880772626,5.66553643458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.186446018448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.750536525036,0,0,0,0,0,0,0,0.336537124473,0,0.101445928033
"36","5-1-84-17-SE",0,0,1.22998466501432,0,0,0,0,0,0.146488055137,0.171637283165,0,0,0,0,0,0,0,42.81956638599,0,0,0,0,0,0,0,0,0,0,0,0.746407766921,0,0,0,0,0,0,0,0,0,0,5.4626824274789,12.2272783769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.398915660165,0,0,0,0,0,0,0,0.144838328603,0,0
"37","5-1-84-17-SW",0,0,0.0205477918838,0,0,0,0,0,0.290823020344,4.896666975429,0,0,0,0,0,0,0,12.7980428173256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.813440854955,15.1433021238085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0022970845539,0,0,0,0,0,0,0,0.0321100051081,0,0.0376720146102
"38","5-1-84-18-NE",0,0,0,0,0,0,0,0,1.17944645943,0,0,0,0,0,0,0,0,16.214490388399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.71470193485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465905465001,0,0.0179729326307
"39","5-1-84-18-NW",0,0,0,1.223959706439,0,0,0,0,0.732684329038,0,0,0,0,0,0,0,0,35.638302827693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8873909889376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18394908886193,0,0,0,0,0.0589124872862,0,0
"40","5-1-84-18-SE",0,0,2.28576522493,1.703715786208,0,0,0,0,2.89033721776,0,0,0,0,0,0,0,0,4.81080486206396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1773578270305,13.4174820330714,0.0218765861625,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4393586192269,0,0,0.00507401515252,0,0,0,0,0.5235385943595,0,0.005599839631
"41","5-1-84-18-SW",0,0,0,1.55555581715,0,0,0,0,0.0509243414003,0,0,0,0,0,0,0,0,48.8372847733693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0584154755483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351517024997,0,0,0,0.92759426577572,0,0,0,0,0,0,0
"42","5-1-84-19-NE",0,0,0.254570125326798,0,0,0,0,1.12405987085,0.249207941289,0,0,0,0,0,0,0,0,6.07527839038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.209452553103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43887426984704,0,0.21060874327732
"43","5-1-84-19-NW",0,0,10.821440184379,0.0387554991274,0,0,0,0,0.755502017106,0,0,0,0,0,0,0,0,2.0453579941595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0617793076658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05774844096073,0,0
"44","5-1-84-19-SE",0,0,0.2101927156845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8233873327274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.562277736467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76700376386,0,0
"45","5-1-84-19-SW",0,0,18.05622980816,2.49195297524,1.5377650259,0,0,0,0,0,0,0,0,0,0,0,0,19.92393930737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3583084164922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891337853009,0,0,0,0,0.4777398729676,0,0.0799889319032
"46","5-1-84-2-NE",0,0,4.51719341519,0.622471517007,0,0,0,0,37.156993194327,0,0,0,0,0,0,0,0,3.732247145201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.575017959109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","5-1-84-2-NW",0,0,17.119846237724,10.82719088856,0,0,0,0,0.3337023192581,0,0,0,0,0,0,0,0.9817214940218,18.7465410077331,0,0,0,0,0,0,0,0,0,0,0,3.65482509706,0,0,0,0,0,0,0,0,0,0,7.434835590726,0,0,0,0,0,0,0,0,0,0,0,1.699159675444,0,0,0,0,0,0,0,0,0,0,0,0.4226901097804,0,0
"48","5-1-84-2-SE",0,0,7.22835091037,4.53082777308,0,0,0,0,30.251340329259,0,0,0,0,0,0,0,0,10.34269612765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3190424472807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80897282934026,0,0
"49","5-1-84-2-SW",0,0,5.40341985197,1.251802208169,2.1401472435784,0,0,0,6.4796637001557,0,0,0,0,0,0,0,0,22.0531076826902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.876182754736,0,0,0,0,0,0,0,0,0,0,0,16.5413484580063,0,0,0,0,0,0,0,0,0,0,0,0.6439653731807,0,0.0539949811672154
"50","5-1-84-20-NE",0,0,2.023556159992,0,0,0,0,7.43288051156,21.333034214831,0,0,0,0,0,0,0,0,9.68844872986171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.30698608217,0,0,0,0,0,13.87583525726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346346097362784,0,0
"51","5-1-84-20-NW",0,0,4.51082927827301,1.41500889603,0,0,0,1.764816801978,8.19172949568977,0,0,0,0,0,0,0,0,2.372467766493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.646940290772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2517008719231,0,0.00249166459077927
"52","5-1-84-20-SE",0,0,0.730472192169,0,0,0,0,4.7572099389,18.347067299065,0,0,0,0,0,0,0,0,6.68510825214888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.006317376047,0,0,0,0,0,0,6.88636580988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88636580986,0,0,0,0,0,0,0,0.0928939927507,0,0
"53","5-1-84-20-SW",0,0,0.861674815572,0,0,0,0,2.0480317020054,8.64427245849,0,0,0,0,0,0,0,0,5.0033241685298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228316198314,0,0
"54","5-1-84-21-NE",0,0,10.64573071655,6.30558440976,0,0,0,0,15.969159496783,0,0,0,0,0,0,0,0,17.28610834166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.243079210738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450732348204848,0,0
"55","5-1-84-21-NW",0,0,1.55831542213,0,0,0,0,1.917740501787,3.15382041878,0,0,0,0,0,0,0,0,49.4360288348449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.795672944998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238547164683,0,0,0,0,0.13874736131293,0,0
"56","5-1-84-21-SE",0,0,0,1.99336783978,0,0,0,0,2.43873752155147,0,0,0,0,0,0,0,0,35.86108923862,0,0,0,0,0,0,0,0,0,0,0,2.31661933756,0,0,0,0,0,0,0,0,0,0,11.1288610113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100858685788,0,0,0,0,1.16014705189494,0,0
"57","5-1-84-21-SW",0,0,0,1.07221961223,0,0,0,0,0.0911942183366,0,0,0,0,0,0,0,0,47.9972505923812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.06220722145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.062207221391,0,0,0.1662510301779,0,0,0,0,0.45427431983573,0,0.234078282746
"58","5-1-84-22-NE",0,0,9.631304307249,0,0,0,0,0,8.729343664136,0,0,0,0,0,0,0,5.79963470101,0,0,0,0,0,0,1.19642468255,0,0,0,0,0,3.82439886948,0,0,0,0,0,0,0,0,0,0,7.96607865025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46896071125042,0,0
"59","5-1-84-22-NW",0,0,2.994848893384,0.8263893840969,5.3595029008775,0,0,0,31.7110058868889,0,0,0,0,0,0,0,0.766637426903,0.0515936932331,0,0,0,0,0,0,0,0,0,0,5.08087880513,0,0,0,0,0,0,0,0,0,0,0,4.913577745134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160860942646854,0,0
"60","5-1-84-22-SE",0,0,7.74111368708,0,0,0,0,0,20.11002984116,0,0,0,0,0,0,0,0.0667927767015,7.367429253,0,0,0,0,0,0.815151570685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.567533995388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713903198155,0,0,0,0,0.412527081854,0,0
"61","5-1-84-22-SW",0,0,1.41139268915,0,0,0,0,0,11.126122629252,0,0,0,0,0,0,0,0,25.9586722851225,0,0,0,0,0,0.00234315998796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4070470364312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4978748784608,0,0,0,0,0.8438179238756,0,0.236106649752
"62","5-1-84-23-NE",0,0,0.26114470218,0,0,0,0,0,9.24401226714388,0,0,0,0,0,0,0,4.227992717698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440020345458,0,0
"63","5-1-84-23-NW",0,0,4.7912462622179,0,0,0,0,5.72322651759,8.923970105067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464407845472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3901042704503,0,0,0,0,0.193772780980643,0,0.158675691624
"64","5-1-84-23-SE",0,0,0.223081774143,0.411295007603,0,0,0,0,16.824153107254,0,0,0,0,0,0,0,3.95734900347,15.172514981906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.17611696375,0.144786953315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","5-1-84-23-SW",0,0,1.34080778288,1.02621383109,0,0,0,0,17.763050510754,0,0,0,0,0,0,0,3.331900223268,7.154599986961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37430580292,30.3201228630953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3929798976581,0,0,0,0,0.68130462095475,0,0.0197674691084
"66","5-1-84-24-NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.40167584791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077190034625993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253084323528,0,0,0,0,0,0,0.6006955145901,0,0
"67","5-1-84-24-NW",0,0,0,2.75309389192,0,0,0,0,22.8459566367484,0,0,0,0,0,0,0,4.342317287292,13.1039507672947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0540577188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219664317525,0,0,0,0,0.84074566248199,0,0.255546071542
"68","5-1-84-24-SE",0,0,1.4648503496873,2.69657261228,0,0,0,0,0.510612679755,0,0,0,0,0,0,0,0,38.014673913023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.444781899868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70555653243798,0,0
"69","5-1-84-24-SW",0,0,9.13853894341,1.095026396622,0,0,0,0,0.39665563430411,0,0,0,0,0,0,0,15.526943180684,37.7689825204344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.563493927591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
