"","QSLinkID","BlackSpruce0","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC0","DeciduousCC10","DeciduousCC20","DeciduousCC40","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC0","MixedwoodCC10","MixedwoodCC20","MixedwoodCC40","MixedwoodUP40","Pine0","Pine100","Pine120","Pine20","Pine40","Pine60","Pine80","WhiteSpruce0","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC0","WhiteSpruceCC10","WhiteSpruceCC20","WhiteSpruceCC40","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Mine.Site","Peat.Mine","Pipeline","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Well.Site"
"15","4-14-70-11-SW",0,0,0,0,0,0,26.911951696678,14.0404628173595,0,0,0,0,0,0,0,0,0.0396368812413,0,1.03035193037215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7477228702,0.138937160261,2.46682103038e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.03034909598509,0,0,0,0,0,0,0,0.2373926371832,0,0
"16","4-14-70-12-NE",0,3.841351367604,0,0,0,0,4.69199057857,5.81783308755,0,0,0.532782780688,0,0,0,0,0.878786693904,0,0,22.5689704099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5689704324,0,0,0,0,0,0,0,0.162188205489,0,0
"17","4-14-70-12-NW",0,3.1394503142,0,0,0,0,23.0769336464916,13.644950057921,0,0,0,0,0,0,0,0.482250102184,0,0,13.024048202913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.735115749433,0,0,0,0.504111830735,0,0,0,0,0,0,13.024048072656,0,0,0,0,0,0,0,0,0,0
"18","4-14-70-12-SE",0,5.0328040517419,0,0,0,0,0.162883130296,3.284591467078,0,0,0.0359354995964,0,0,0,0,3.6246001154,4.8370609453,0,39.1454101239,0.000232219888375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395106177154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1456436708395,0,0,0,0,0,0,0,0.4089713341563,0,0
"19","4-14-70-12-SW",0,1.150613968613,0,0,0,0,19.2986878159041,7.501396996682,0,0,0,0,0,0,0,0,0.105171598849,0,20.7622101333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.335039985161,0,0,0,0,0,0,0,7.0784439595,0,0,0,0,0,0,20.7622086319,0,0,0,0,0,0,0,0.2449627116298,0,0
"20","4-14-70-13-NE",0,3.62580389167,0,0,0,0,5.2500655564014,0,0,0,0,0,0,0,0.281516087682,0,34.8751083619905,0,0,0,1.21350101316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07642962998,0,0,0,3.16686945291,0.133211872847,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2134969139,0,0,0,0,0,0.00469404578806,0,0.2418443504074,0,0
"21","4-14-70-13-NW",0,0,0,0,0,0,0.0295437558825,0,0,0,0,0,0,0,0,0,11.938206900874,0,31.318165031555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6995589766419,16.816517697571,0,0,0,0,0,0,0,0,0,0,0,0,0,22.66758169962,0,0,0,0,0,0,0,0.251353866323,0,0
"22","4-14-70-13-SE",0,0.390078197029,0,0,0,0,4.87107581788,0.00106041348019,0,0,0,0,0,0,0,2.6824100773251,30.521975078605,0,13.56767835076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.56768259492,0,0,0,0,0,0.00216449595687,0,0.71418276694017,0,0
"23","4-14-70-13-SW",0,0,0,0,0,0,6.461713193508,7.258333485499,0,0,0,0,0,0,0,7.1537777730243,9.43590539042,0,18.6534658808198,0,0,0,0,0,0,0,0,0,0,3.15746751717,0,0,0,0,0,0,0,0,0,0,3.215435355049,0,0,0,0,0,0,0,2.763808889614,0,0,0,0,0,0,18.6534701024972,0,0,0,0,0,0,0,0.236473359953492,0,0
"24","4-14-70-14-NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5352726162013,0,0,32.841185950122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82460630764,12.427040705113,0,0,0,0,0,0,0,0,0,0,0,0,0,30.347267768598,0,0,0,0,0,0,0,0.2387315053365,0,0
"25","4-14-70-14-NW",0,0,0,0,0,0,0.691062859261,0,0,0,0,0,0,0,0,31.0333333115059,7.0476110240979,0,17.60910165503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54361615153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.60910154464,0,0,0,0,0,0,0,0.128220848196,0,0
"26","4-14-70-14-SE",0,0,0,0,0,0,2.43637803737,0,0,0,0,0,0,0,0,16.3696837540188,0.882821190315,0,22.56807050122,0,0,0,0,0,0,0,0,0,0.005728125029,0,0,0,0,0,0,0,0,0,0,0,0.959774568583,17.4737150155587,0,0,0,0,0,0,0,0,0,0,0,0,0,22.56807583794,0,0,0,0,0,0,0,0.831818212130994,0,0
"27","4-14-70-14-SW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996146785611,10.220147104349,18.4737884016739,0,22.2092892832433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2465749154935,4.8323618763,0,0,0,0,0,0.814047451687,0,0,0,0,0,0,0,21.972340045779,0,0,0,0,0,0.110023876378,0,0.23323899437172,0,0.9531770319
"28","4-14-70-15-NE",0,4.71562625816,0,0,0,0,7.786734002061,0.337083071791,0,0,0,0,0,0,0,18.62657260102,10.278425907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.118869328479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445089216468,0,0
"29","4-14-70-15-NW",0,0,0,0,0,0,8.78408263374546,1.483050263817,0,0,0,0,0,0,0,1.69786657788432,15.906179237257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.511183765563,0.024756438751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","4-14-70-15-SE",0,0,0,0,0,0,2.05179169709,0,0,0,0,0,0,0,0,13.7674729126916,27.36054865351,0,10.17825712812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.757470475438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.17825907692,0,0,0,0,0,0,0,0.60373324019154,0,0
"31","4-14-70-15-SW",0,0,0,0,0,0,3.81859463304,0.0182149676815,0,0,0,0,0,0,0,29.237226655809,12.895596220502,0,6.7711812893318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7711962244951,0,0,0,0,0,0,0,0.5821139684595,0,0.147572318748
"32","4-14-70-16-NE",0,0,0,0,0,0,5.717570831292,0,0.000111373426958,0,0,0,0,0,0,4.565105088442,14.51328195901,3.78286543963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.544586104352,9.42909552554,0,0,0,0,0,0,0.0142723720183,0,0,0,0,0,0,3.78286529444,0,0,0,0,0,0,0,0,0,0
"33","4-14-70-16-NW",0,0,1.07758932049,0,0,0,16.1285086512224,0,0.001141518520191,0,0,0,0,0,5.928375090895,2.23906351936,0.870878072602,19.349086747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63149525689,0,0,0,0,0,0,19.3490900076,0,0,0,0,0,0,0,0.0431818557037,0,0
"34","4-14-70-16-SE",0,0,0,0,0,0,1.799508494983,0.823958073137,0,0,0,0,0,0,0,17.39516085828,12.0949552213965,0,0.063204937506188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6372127899363,0,0,0,0,0,0,0,0,0,0,0,0,0.449256290536,0,0.063205134231712,0,0,0,0,0,0,0,0.2671947429938,0,0
"35","4-14-70-16-SW",0,0.4043324279434,0,0,0,0,33.9299488676083,0,0,0,0,0,0,0,0,14.448690776942,1.43281081796,0.292888604491,0,0,0,0,0,0,0,0,0,0,0,1.058853415704,0,0,0,0,0,0,0,0,0,0,0.91457998774971,0,0,0,0,0,0,0,1.04961357203,0,0,0,0,0,0,0.292888487446,0,0,0,0,0,0,0,0.2901337604097,0,0.159943197902
"36","4-14-70-17-NE",0,0,0,0,0,0,39.077481420083,0,0,0,0,0,0,0,0.199833748764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.461927084475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541999869788,0,0
"37","4-14-70-17-NW",0,0,0,0,0,0,19.7684185651301,34.1730448028771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7079209359706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3855129586286,0,0
"38","4-14-70-17-SE",0,0.11939693238272,0,0,0,0,43.764825550424,2.573182024492,0,0,0,0,0,0,0,2.9610133366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.953562779599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463322852532,0,0
"39","4-14-70-17-SW",0,0,0,0,0,0,27.6112027768672,18.1487267818725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1310900522386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67695661729059,0,0
"40","4-14-70-18-NE",0,0,0,0,0,0,11.781626843001,16.88314248642,0,0,0,0,0,0,0,8.024666628178,0,0,0,0,0,0,0,2.016922971211,18.43985338295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0018425462107,0,0,0,0.643619655296,0,0,0.13163114507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1731639476949,0,0
"41","4-14-70-18-NW",0,0,0,0,0,0,9.926043616147,1.979423701186,0,0,0,0,0,0,0,32.4673821595056,0,0,0,0,0,0,0,3.09657012431,1.27658151433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.469420081911,10.9804569067479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3013606869312,0,0
"42","4-14-70-18-SE",0,0,0,0,0,0,23.5328298676966,22.4974345800554,0,0,0,0,0,0,0,9.918775824114,0,0,0,0,0,0,0,0,1.68580054118,0,0,0,0,2.64714416045,0,0,0,0,0,0,0,0,0,0,1.8907718907212,0,0,0,0.807323577436,0,0,2.15540535336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98644308911216,0,0
"43","4-14-70-18-SW",0,0,0,0,0,0,34.3973074016869,12.9098246581,0,0,0,0,0,0,0,2.9079560147771,0,0,0,0,0,0,0,0,0,0,0,0,0,3.916196517424,0,0,0,0,0,0,0,0,0,0,2.258208363512,0,0,1.09141367994,8.35977617387845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46454149084322,0,0
"44","4-14-70-19-NE",0,0,0,0,0,0,22.36894454497,3.361787461577,0,0,0,0,0,0,0,6.781932716326,1.01732088784,0,0,0,0,0,0,0,0,0,0,0,2.67576892486,0,0,0,0,0,0,0,0,0,0,0,6.225144487453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53029417025383,0,0
"45","4-14-70-19-NW",0,0,0,0,0,0,11.1111072674083,4.81225998935,0,0,0,0,0,0,0,24.0901097147878,0.2689078206318,0,0,0,0,0,0,0,0,0,0,0,0.175300496689,0,0,0,0,0,0,0,0,0,0,0,2.03379841661,0,0,0,6.0144252367443,0,0,1.52052972458,5.11640377418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44023117255692,0,0
"46","4-14-70-19-SE",0,0,0,0,0,0,36.058490997279,9.869048456709,0,0,0,0,0,0,0,0.143670204341,0,0,0,0,0,0,0,0,0,0,0,0,0.271928052312,0,0,0,0,0,0,0,0,0,0,0,17.14508246016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321724784481,0,0
"47","4-14-70-19-SW",0,0,0,0,0,0,51.3807885179533,2.03498820528,0,0,0,0,0,0,0,4.502465406446,0,0,0,0,0,0,0,0,0,0,0,0,0.21397183295,0,0,0,0,0,0,0,0,0,0,0,0.455381905636,0,0,0,1.5836871079893,0,0,0,1.472588275588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27437079186862,0,0.27434087482
"48","4-14-70-2-NE",0,0,0,0,0,0,4.55892998161398,4.18170438655,0,0,0,0,0,0,0,0,0,0,28.86887263028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7325231610226,17.3557937336,0,0,0,0,0,0,0,0,0,0,0,0,0,28.86887248058,0,0,0,0,0,0,0,0.2073909572016,0,0
"49","4-14-70-2-NW",0,0,0,0,0,0,20.5678428353831,7.48423861262,0,0,0,0,0,0,0,1.218831558378,0,0,2.264809465555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88848693716759,10.8315299441,0,0,0,0,0,0,1.7480459796361,0,0,0,0,0,0,2.264809960388,0,0,0,0,0,0,0,0,0,0
"50","4-14-70-2-SE",0,0,0,0,0,8.21809844553,3.30090699641,0,0,0,0,0,0,0,0,0,0,0,8.31145038253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05631035689195,26.439004385581,0,0,0,0,0,0,0,0,0,0,0,0,0,8.31145076263,0,0,0,0,0,0,0,0.888743610765523,0,0
"51","4-14-70-2-SW",0,4.513894919661,0,0,0,0.0377583900136,15.88513447307,5.43802752986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2151414030727,5.2446187032001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2568775475552,0,0
"52","4-14-70-20-NE",0,0,0,0,0,0,7.841032789398,0,0.000417702809657,0,0,0,0,0,0,0.891774387142,0,25.214468802,0,0,0,0,0,0,0,0,0,0,0.890489569053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000566374830599,17.5697875974,0,0,0,0,1.00741186684,0,0,0,0,0,0,25.2144681675,0,0,0,0,0,0,0,0.134286137204,0,0
"53","4-14-70-20-NW",0,0,0,0,0,0,9.570058620943,0.650966725665,0.87202302385,0,0,0,0,0,0,3.2842324382128,0,16.4376249499,0,0,0,0,0,0,0,0,0,0,2.78575367947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5407585916706,0,0,0,0,0,0,16.4376255627,0,0,0,0,0,0,0,0.0512523406907,0,0
"54","4-14-70-20-SE",0,0,0,0,0,0,22.4453921044687,13.48695440482,0.000619862770412,0,0,0,0,0,0,5.2361384822489,0,14.4951584355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3722056966885,0,0,0.348063989311,0,0,0,0,0.104499115172,0,0,0,0,0,0,14.4951564213,0,0,0,0,0,0,0,0.375342684087,0,0
"55","4-14-70-20-SW",0,0,0,0,0,0,26.8524141084687,20.631168150403,0,0,0,0,0,0,0,2.06158282419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10771463174,0,0,0,0,0,0,0,1.06069903654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","4-14-70-21-NE",0,0.916213240621,0,0,0,0,0,0.308372134503,0.651847114755,0,0,0,0,0,0,0,23.0892758437222,5.52878421333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51714573657,0,0,0,0,0,0,1.48786464841,0,0,0,0,8.53125482605,0,0,0,0,0,0,5.52878446259,0,0,0,0,0,0,0,0.25773849931375,0,0
"57","4-14-70-21-NW",0,0,0,0,0,0,0,0,0.9960473238138,0,0,0,0,0,0,0.000260771347425,7.70156972272431,44.70363359475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00054994099359,0.939560327149,0,0,0,0,3.493731939086,0,0,0,0,0,0,44.60379157422,0,0,0,0,0,0,0,0.0404481541252,0,0.301697450055
"58","4-14-70-21-SE",0,1.42074808195,0,0,0,0,9.39852877383,3.848839951723,0.0586693102767,0,0,0,0,0,0,0.0813245599374,1.92658431182,3.43057340112,0,0,0,0,0,0,0,0,0,0,0,3.89018431195,0,0,0,0,0,0,0.358248520634,0,0,0,8.522907397233,5.08534528834,0,0,0,0,0,0,12.97733510351,0,0,0,0,0,0,3.43057367467,0,0,0,0,0,0,0,0.00973131450001,0,0
"59","4-14-70-21-SW",0,0,3.79043845526,0,0,0,3.198741268363,8.01067216446,0.0374515482223,0,0,0,0,0,1.780412757027,0.38808510217,0,21.93064215556,0,0,0,0,0,0,0,0,0,0,0,3.18330943146,0,0,0,0,0,0,0,0,0,0,4.08296433908,0,0.000186560448475,5.204669577301,0,0,0,0,0.577141081611,0,0,0,0,0,0,21.93064011889,0,0,0,0,0,0,0,0.19656291293415,0,0.183242407369
"60","4-14-70-22-NE",0,0,0,0,0,0,0,2.483210136203,0,0,0,0,0,0,0,19.32717123424,24.253279791304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.40871202957,2.19435922884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7460870633739,0,0.261342603667
"61","4-14-70-22-NW",0,6.182515982935,0,0,0,0,4.10046797906,10.44298316912,0,0,0,0,0,0,0,1.452333134165,13.13809031377,0,0,0,0,0,0,0,0,0,0,0,0.353831342693,0,0,0,0,0,0,0,0.0802422994463,0,0,0,5.679609751085,0,0,8.187106256315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2335994420071,0,0
"62","4-14-70-22-SE",0,1.07276072747,0,0,0,0,0,3.532419178769,0,0,0,0,0,0,0,22.7803827416207,26.071345176806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.90205415521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","4-14-70-22-SW",0,0.2140195769199,0,0,0,0,0.00859680874474,9.7738022475872,0,0,0,0,0,0,0,0.015722653619462,31.37205144131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105094895855,0,0,0,1.74332968957,4.182865087661,0,0,0,0,0,0,0.727258688243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28805664787374,0,0
"64","4-14-70-23-NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.846746411939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.7560776456848,10.875617602359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95216353975024,0,0
"65","4-14-70-23-NW",0,0,0,0,0,0,4.22980355776,4.154219554897,0,0,0,0,0,0,0,8.04886123328,18.686783181775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.201844033605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6684670798191,0,0
"66","4-14-70-23-SE",0,0,0,0,0,0,0,0,0.000675665160778,0,0,0,0,0,0,4.983069178533,3.11421166875,0,23.74196378816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.21785239722,7.458560000407,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6315840478,0,0,0,0,0,0,0,0.71927953083502,0,0
"67","4-14-70-23-SW",0,0.811490408504,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3337794416407,15.1856994226011,0,0.0501188154654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.96310572774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501186572485,0,0,0,0,0,0,0,0.319244553141,0,0
"68","4-14-70-24-NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.307884307501,0.00123701736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.137741944256,41.15362543051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691737036123813,0.00651446830518,0
